start_day,end_day,duration,profit,is_buying,trade_amount,returns
178,178,0,-17.765629100975133,False,1000.234570120139,-0.01776146279251405
181,181,0,-3.000170741487408,False,1000.0569138291293,-0.0030000000000000204
183,183,0,-3.000080736365124,False,1000.0269121217143,-0.002999999999999981
184,184,0,39.999876452574036,False,999.9969113143507,0.04000000000000001
185,185,0,79.22116464224752,False,1000.3969100788764,0.07918973343890208
186,186,0,-3.0035673651758628,False,1001.1891217252988,-0.0029999999999999662
187,187,0,-3.0034772581549385,False,1001.159086051647,-0.0029999999999999975
189,189,0,-3.0033871538372447,False,1001.1290512790655,-0.003000000000000048
191,191,0,-3.0032970522226305,False,1001.0990174075272,-0.003000000000000049
193,193,0,-3.003206953310966,False,1001.068984437005,-0.002999999999999951
196,196,0,-3.0031168571024587,False,1001.0389523674718,-0.0030000000000000434
199,199,0,-3.0030267635966816,False,1001.0089211989008,-0.0029999999999999792
200,200,0,-3.002936672793843,False,1000.9788909312649,-0.003000000000000048
202,202,0,-3.0028465846935566,False,1000.948861564537,-0.002999999999999946
204,204,0,-3.002756499296101,False,1000.91883309869,-0.003000000000000031
205,205,0,-3.002666416601076,False,1000.8888055336969,-0.0029999999999999853
208,208,0,-3.0025763366085707,False,1000.8587788695309,-0.0029999999999999784
209,209,0,-3.0024862593185184,False,1000.8287531061646,-0.0030000000000000243
210,210,0,-3.0023961847306926,False,1000.7987282435715,-0.002999999999999978
211,211,0,-3.002306112845171,False,1000.7687042817244,-0.002999999999999998
213,213,0,2.2861972882685118,False,1000.7386812205959,0.002284509763807719
215,215,0,-3.0022846295804606,False,1000.7615431934786,-0.0030000000000000248
216,216,0,-7.309958824871744,False,1000.7315203471827,-0.007304615350114792
217,217,0,0.5458538412191322,False,1000.658420758934,0.0005454946762004339
218,218,0,0.5458568188227758,False,1000.6638792973462,0.0005454946762004337
219,219,0,0.5458597964426624,False,1000.6693378655345,0.0005454946762004339
220,220,0,0.5458627740787915,False,1000.674796463499,0.0005454946762004339
221,221,0,40.027210203649666,False,1000.6802550912397,0.04000000000000008
224,224,0,-3.003241581579772,False,1001.0805271932762,-0.0029999999999999433
225,225,0,-6.432486361115456,False,1001.0504947774605,-0.0064257361588392565
227,227,0,-3.002958509741494,False,1000.9861699138493,-0.0029999999999999463
228,228,0,-3.0028684209862258,False,1000.9561403287518,-0.0029999999999999706
229,229,0,-3.0027783349336534,False,1000.926111644542,-0.0030000000000000274
233,233,0,-3.0026882515836006,False,1000.8960838611927,-0.0030000000000000226
234,234,0,-60.47517044538315,False,1000.8660569786769,-0.06042284082241742
235,235,0,40.01045221096902,False,1000.261305274223,0.0400000000000001
238,238,0,-3.0019842293890204,False,1000.6614097963326,-0.0030000000000000226
239,239,0,-3.001894169862082,False,1000.6313899540388,-0.0029999999999999654
240,240,0,-3.0018041130370405,False,1000.6013710123401,-0.00300000000000002
242,242,0,-3.00171405891359,False,1000.5713529712098,-0.002999999999999961
243,243,0,-3.0016240074918397,False,1000.5413358306206,-0.002999999999999978
244,244,0,10.261124853298634,False,1000.5113195905457,0.010255880820516802
245,245,0,-3.001841792517218,False,1000.6139308390786,-0.002999999999999982
250,250,0,-3.0017517372635276,False,1000.5839124211535,-0.003000000000000067
251,251,0,-3.0016616847113435,False,1000.5538949037809,-0.003000000000000001
254,254,0,-3.001571634860747,False,1000.5238782869338,-0.0029999999999999454
255,255,0,-3.001481587711765,False,1000.4938625705852,-0.0030000000000000096
257,257,0,-3.001391543264091,False,1000.4638477547081,-0.0029999999999999667
258,258,0,-3.45385879956028,False,1000.4338338392755,-0.0034523610485120387
260,260,0,-3.0011978857537764,False,1000.39929525128,-0.0029999999999999363
263,263,0,-3.0011078498172212,False,1000.3692832724225,-0.0029999999999999537
266,266,0,-3.0010178165817383,False,1000.3392721939243,-0.0029999999999999654
267,267,0,-3.00092778604722,False,1000.3092620157585,-0.0029999999999999446
269,269,0,-3.00083775821372,False,1000.2792527378981,-0.0030000000000000256
272,272,0,-3.00074773308099,False,1000.249244360316,-0.003000000000000042
273,273,0,-3.0006577106489103,False,1000.2192368829851,-0.002999999999999955
274,274,0,-1.5857108640821158,False,1000.1892303058786,-0.0015854108563008347
275,275,0,-3.000520119591663,False,1000.1733731972377,-0.00299999999999995
276,276,0,-3.000430103988128,False,1000.1433679960418,-0.0030000000000000027
278,278,0,-3.000340091085058,False,1000.1133636950019,-0.0030000000000000525
281,281,0,-3.0002500808822674,False,1000.0833602940911,-0.002999999999999994
282,282,0,-3.0001600733798415,False,1000.0533577932823,-0.0029999999999999944
290,290,0,-3.0000700685777195,False,1000.0233561925486,-0.003000000000000074
291,291,0,-2.999980066475513,False,999.9933554918628,-0.0029999999999999246
294,294,0,-2.9998900670735296,False,999.963355691198,-0.0029999999999999354
296,296,0,-2.9998000703716046,False,999.9333567905272,-0.003000000000000023
297,297,0,-2.9997100763694813,False,999.9033587898234,-0.003000000000000011
298,298,0,-2.9996200850671553,False,999.8733616890597,-0.002999999999999976
300,300,0,-2.9995300964646314,False,999.8433654882091,-0.003000000000000004
306,306,0,-2.9994401105618014,False,999.8133701872445,-0.003000000000000068
307,307,0,-19.046871668075774,False,999.7833757861388,-0.019050998575665497
308,308,0,-14.510477369855538,False,999.5929070694581,-0.01451638688833479
309,309,0,-2.998343406887185,False,999.4478022957595,-0.0029999999999999064
311,311,0,-2.9982534565850107,False,999.4178188616906,-0.002999999999999939
313,313,0,-2.9981635089814502,False,999.3878363271247,-0.0030000000000000764
315,315,0,-2.998073564076118,False,999.357854692035,-0.003000000000000013
316,316,0,-2.997983621869242,False,999.3278739563942,-0.0030000000000000595
318,318,0,-2.997893682360623,False,999.2978941201756,-0.0030000000000000963
321,321,0,-2.9978037455500472,False,999.2679151833519,-0.002999999999999992
322,322,0,-4.767076794829472,False,999.2379371458964,-0.004770712377519993
325,325,0,-2.9975707991337566,False,999.190266377948,-0.0029999999999999125
327,327,0,-2.997480872009798,False,999.1602906699566,-0.0029999999999999285
331,331,0,-2.997390947583658,False,999.1303158612365,-0.0029999999999999485
332,332,0,-2.9973010258552963,False,999.1003419517605,-0.003000000000000015
334,334,0,-2.997211106824568,False,999.070368941502,-0.003000000000000062
336,336,0,-2.9971211904912596,False,999.0403968304338,-0.002999999999999958
339,339,0,-2.9970312768556515,False,999.0104256185289,-0.003000000000000065
340,340,0,-2.9969413659172273,False,998.9804553057603,-0.0029999999999999463
342,342,0,-2.9968514576763794,False,998.9504858921011,-0.003000000000000076
344,344,0,-2.9967615521325297,False,998.9205173775244,-0.0029999999999999563
348,348,0,-2.996671649286025,False,998.890549762003,-0.003000000000000016
349,349,0,-5.42570947489622,False,998.8605830455103,-0.005431898672338552
351,351,0,-2.996418977852206,False,998.8063259507614,-0.0029999999999999216
353,353,0,-2.9963290852830315,False,998.7763617609828,-0.0030000000000000833
354,354,0,-2.9962391954103893,False,998.74639847013,-0.002999999999999999
358,358,0,-2.9961493082345667,False,998.7164360781758,-0.0030000000000000395
359,359,0,-2.99605942375533,False,998.6864745850934,-0.00300000000000005
361,361,0,-2.995969541972497,False,998.656513990856,-0.0029999999999999294
362,362,0,-2.995879662886332,False,998.6265542954362,-0.0030000000000000235
363,363,0,-2.860923399947818,False,998.5965954988075,-0.0028649440753588415
365,365,0,-2.995703958794413,False,998.567986264808,-0.002999999999999989
367,367,0,-2.995614087675698,False,998.5380292252202,-0.003000000000000038
368,368,0,-2.99552421925302,False,998.5080730843433,-0.0029999999999999897
370,370,0,-2.9954343535264494,False,998.4781178421508,-0.002999999999999997
373,373,0,-2.995344490495912,False,998.4481634986155,-0.0030000000000000655
374,374,0,-17.459805449641713,False,998.4182100537105,-0.01748746694904779
